Time (in seconds),Validator,Memory Used (MB)
3894,Validator,137.90
3895,Validator,138.00
3896,Validator,137.90
3897,Validator,137.90
3898,Validator,137.90
3899,Validator,138.00
3900,Validator,138.00
3901,Validator,138.00
3902,Validator,138.00
3903,Validator,138.00
3904,Validator,138.00
3905,Validator,138.00
3906,Validator,138.10
3907,Validator,138.10
3908,Validator,138.10
3909,Validator,138.10
3910,Validator,138.10
3911,Validator,138.10
3912,Validator,138.10
3913,Validator,138.10
3914,Validator,138.10
3915,Validator,138.10
3916,Validator,138.10
3917,Validator,138.10
3918,Validator,138.10
3919,Validator,138.10
3920,Validator,138.10
3921,Validator,138.10
3922,Validator,138.20
3923,Validator,138.20
3924,Validator,138.20
3925,Validator,138.20
3926,Validator,138.20
3927,Validator,138.20
3928,Validator,138.20
3929,Validator,138.30
3930,Validator,138.30
3931,Validator,138.30
3932,Validator,138.30
3933,Validator,138.30
3934,Validator,138.30
3935,Validator,138.30
3936,Validator,138.30
3937,Validator,138.30
3938,Validator,138.30
3939,Validator,138.30
3940,Validator,138.30
3941,Validator,138.30
3942,Validator,138.30
3943,Validator,138.30
3944,Validator,138.30
3945,Validator,138.40
3946,Validator,138.30
3947,Validator,138.40
3948,Validator,138.40
3949,Validator,138.40
3950,Validator,138.40
3951,Validator,136.80
3952,Validator,136.80
3953,Validator,136.80
3954,Validator,136.80
3955,Validator,136.80
3956,Validator,136.80
3957,Validator,136.80
3958,Validator,136.80
3959,Validator,136.80
3960,Validator,136.80
3961,Validator,136.80
3962,Validator,136.90
3963,Validator,136.90
3964,Validator,136.90
3965,Validator,136.90
3966,Validator,136.90
3967,Validator,136.90
3968,Validator,136.90
3969,Validator,136.90
3970,Validator,136.90
3971,Validator,136.90
3972,Validator,136.90
3973,Validator,136.90
3974,Validator,136.90
3975,Validator,136.90
3976,Validator,136.90
3977,Validator,136.90
3978,Validator,136.90
3979,Validator,137.00
3980,Validator,137.00
3981,Validator,137.00
3982,Validator,137.00
3983,Validator,137.00
3984,Validator,137.00
3985,Validator,137.00
3986,Validator,137.00
3987,Validator,137.00
3988,Validator,137.00
3989,Validator,137.00
3990,Validator,137.00
3991,Validator,137.00
3992,Validator,137.00
3993,Validator,137.10
3994,Validator,137.10
3995,Validator,137.10
3996,Validator,137.10
3997,Validator,137.10
3998,Validator,137.10
3999,Validator,137.10
4000,Validator,137.10
4001,Validator,137.10
4002,Validator,137.10
4003,Validator,137.10
4004,Validator,137.10
4005,Validator,137.10
4006,Validator,137.10
4007,Validator,137.10
4008,Validator,137.10
4009,Validator,137.10
4010,Validator,137.20
4011,Validator,137.20
4012,Validator,137.20
4013,Validator,137.20
4014,Validator,137.20
4015,Validator,137.20
4016,Validator,137.20
4017,Validator,137.20
4018,Validator,137.20
4019,Validator,137.20
4020,Validator,137.20
4021,Validator,137.20
4022,Validator,137.20
4023,Validator,137.20
4024,Validator,137.20
4025,Validator,137.30
4026,Validator,137.30
4027,Validator,137.30
4028,Validator,137.30
4029,Validator,137.30
4030,Validator,137.30
4031,Validator,137.30
4032,Validator,137.30
4033,Validator,137.30
4034,Validator,137.30
4035,Validator,137.30
4036,Validator,137.30
4037,Validator,137.30
4038,Validator,137.30
4039,Validator,137.30
4040,Validator,137.40
4041,Validator,137.40
4042,Validator,137.50
4043,Validator,137.50
4044,Validator,137.50
4045,Validator,137.50
4046,Validator,137.50
4047,Validator,137.50
4048,Validator,137.50
4049,Validator,137.50
4050,Validator,137.50
4051,Validator,137.50
4052,Validator,137.50
4053,Validator,137.50
4054,Validator,137.50
4055,Validator,137.50
4056,Validator,137.60
4057,Validator,137.60
4058,Validator,137.60
4059,Validator,137.60
4060,Validator,137.60
4061,Validator,137.60
4062,Validator,137.60
4063,Validator,137.60
4064,Validator,137.60
4065,Validator,137.60
4066,Validator,137.60
4067,Validator,137.60
4068,Validator,137.60
4069,Validator,137.60
4070,Validator,137.60
4071,Validator,137.60
4072,Validator,137.60
4073,Validator,137.70
4074,Validator,137.70
4075,Validator,137.70
4076,Validator,137.70
4077,Validator,137.70
4078,Validator,137.70
4079,Validator,137.70
4080,Validator,137.70
4081,Validator,137.70
4082,Validator,137.70
4083,Validator,137.70
4084,Validator,137.90
4085,Validator,137.70
4086,Validator,137.80
4087,Validator,137.80
4088,Validator,137.80
4089,Validator,137.80
4090,Validator,137.80
4091,Validator,137.80
4092,Validator,137.80
4093,Validator,137.80
4094,Validator,137.80
4095,Validator,137.80
4096,Validator,137.80
4097,Validator,137.80
4098,Validator,137.80
4099,Validator,137.80
4100,Validator,137.90
4101,Validator,137.90
4102,Validator,137.90
4103,Validator,137.90
4104,Validator,137.90
4105,Validator,137.90
4106,Validator,137.90
4107,Validator,137.90
4108,Validator,137.90
4109,Validator,137.90
4110,Validator,137.90
4111,Validator,137.90
4112,Validator,137.90
4113,Validator,138.00
4114,Validator,138.00
4115,Validator,138.00
4116,Validator,138.00
4117,Validator,138.00
4118,Validator,138.10
4119,Validator,138.00
4120,Validator,138.00
4121,Validator,138.00
4122,Validator,138.00
4123,Validator,138.00
4124,Validator,138.00
4125,Validator,138.00
4126,Validator,138.20
4127,Validator,138.00
4128,Validator,138.00
4129,Validator,138.10
4130,Validator,138.10
4131,Validator,138.10
4132,Validator,138.10
4133,Validator,138.10
4134,Validator,138.10
4135,Validator,138.10
4136,Validator,138.10
4137,Validator,138.10
4138,Validator,138.10
4139,Validator,138.10
4140,Validator,138.10
4141,Validator,138.10
4142,Validator,138.20
4143,Validator,138.20
4144,Validator,138.20
4145,Validator,138.20
4146,Validator,138.20
4147,Validator,138.20
4148,Validator,138.20
4149,Validator,138.20
4150,Validator,138.20
4151,Validator,138.20
4152,Validator,138.20
4153,Validator,138.20
4154,Validator,138.20
4155,Validator,138.20
4156,Validator,138.20
4157,Validator,138.20
4158,Validator,138.20
4159,Validator,138.30
4160,Validator,138.30
4161,Validator,138.30
4162,Validator,138.30
4163,Validator,138.30
4164,Validator,138.30
4165,Validator,138.30
4166,Validator,138.30
4167,Validator,138.30
4168,Validator,138.30
4169,Validator,138.30
4170,Validator,138.30
4171,Validator,138.30
4172,Validator,138.30
4173,Validator,138.30
4174,Validator,138.30
4175,Validator,138.30
4176,Validator,138.40
4177,Validator,138.40
4178,Validator,138.40
4179,Validator,138.40
4180,Validator,138.40
4181,Validator,138.40
4182,Validator,138.40
4183,Validator,138.40
4184,Validator,138.50
4185,Validator,138.50
4186,Validator,138.50
4187,Validator,138.50
4188,Validator,138.50
4189,Validator,138.50
4190,Validator,138.50
4191,Validator,138.50
4192,Validator,138.50
4193,Validator,138.50
4194,Validator,138.50
4195,Validator,138.50
4196,Validator,138.50
4197,Validator,138.60
4198,Validator,138.50
4199,Validator,138.60
4200,Validator,138.50
4201,Validator,138.60
4202,Validator,138.60
4203,Validator,138.60
4204,Validator,138.60
4205,Validator,138.60
4206,Validator,138.60
4207,Validator,138.60
4208,Validator,138.60
4209,Validator,138.60
4210,Validator,138.60
4211,Validator,138.60
4212,Validator,138.60
4213,Validator,138.60
4214,Validator,138.60
4215,Validator,138.70
4216,Validator,138.70
4217,Validator,138.70
4218,Validator,138.70
4219,Validator,138.70
4220,Validator,138.70
4221,Validator,138.70
4222,Validator,138.70
4223,Validator,138.70
4224,Validator,138.70
4225,Validator,138.70
4226,Validator,138.80
4227,Validator,138.80
4228,Validator,138.80
4229,Validator,138.80
4230,Validator,138.80
4231,Validator,138.80
4232,Validator,138.80
4233,Validator,138.80
4234,Validator,138.80
4235,Validator,138.80
4236,Validator,138.80
4237,Validator,138.80
4238,Validator,138.80
4239,Validator,138.80
4240,Validator,138.80
4241,Validator,138.80
4242,Validator,138.90
4243,Validator,138.90
4244,Validator,138.90
4245,Validator,138.90
4246,Validator,138.90
4247,Validator,138.90
4248,Validator,138.90
4249,Validator,138.90
4250,Validator,138.90
4251,Validator,138.90
4252,Validator,138.90
4253,Validator,138.90
4254,Validator,138.90
4255,Validator,138.90
4256,Validator,138.90
4257,Validator,139.00
4258,Validator,139.00
4259,Validator,138.40
4260,Validator,138.40
4261,Validator,138.40
4262,Validator,138.40
4263,Validator,138.40
4264,Validator,138.40
4265,Validator,140.50
4266,Validator,140.50
4267,Validator,140.50
4268,Validator,140.60
4269,Validator,140.60
4270,Validator,140.60
4271,Validator,140.60
4272,Validator,140.70
4273,Validator,140.70
4274,Validator,140.70
4275,Validator,140.70
