Time (in seconds),Validator,CPU Used
3898,Validator,1.29
3899,Validator,1.22
3900,Validator,0.13
3901,Validator,1.80
3902,Validator,0.93
3903,Validator,1.36
3904,Validator,5.13
3905,Validator,18.24
3906,Validator,3.19
3907,Validator,3.93
3908,Validator,3.96
3909,Validator,0.18
3910,Validator,4.13
3911,Validator,1.22
3912,Validator,2.15
3913,Validator,0.41
3914,Validator,1.12
3915,Validator,0.28
3916,Validator,0.60
3917,Validator,1.36
3918,Validator,0.60
3919,Validator,0.15
3920,Validator,1.61
3921,Validator,0.08
3922,Validator,0.81
3923,Validator,1.83
3924,Validator,2.42
3925,Validator,2.51
3926,Validator,1.11
3927,Validator,5.07
3928,Validator,0.05
3929,Validator,4.19
3930,Validator,1.01
3931,Validator,3.52
3932,Validator,1.19
3933,Validator,3.37
3934,Validator,0.27
3935,Validator,1.26
3936,Validator,1.21
3937,Validator,0.32
3938,Validator,1.20
3939,Validator,1.06
3940,Validator,0.14
3941,Validator,0.82
3942,Validator,1.48
3943,Validator,1.12
3944,Validator,0.28
3945,Validator,2.30
3946,Validator,0.05
3947,Validator,1.72
3948,Validator,3.91
3949,Validator,0.03
3950,Validator,3.99
3951,Validator,1.75
3952,Validator,3.15
3953,Validator,0.74
3954,Validator,5.50
3955,Validator,1.01
3956,Validator,1.33
3957,Validator,2.27
3958,Validator,0.53
3959,Validator,0.12
3960,Validator,0.97
3961,Validator,0.80
3962,Validator,0.47
3963,Validator,2.74
3964,Validator,1.22
3965,Validator,0.03
3966,Validator,0.95
3967,Validator,1.01
3968,Validator,0.76
3969,Validator,3.17
3970,Validator,1.26
3971,Validator,4.38
3972,Validator,1.01
3973,Validator,4.50
3974,Validator,0.16
3975,Validator,4.06
3976,Validator,1.81
3977,Validator,3.32
3978,Validator,0.79
3979,Validator,1.75
3980,Validator,0.18
3981,Validator,0.23
3982,Validator,2.16
3983,Validator,0.27
3984,Validator,0.29
3985,Validator,1.47
3986,Validator,0.60
3987,Validator,0.81
3988,Validator,2.55
3989,Validator,0.83
3990,Validator,0.10
3991,Validator,1.97
3992,Validator,3.47
3993,Validator,0.94
3994,Validator,4.24
3995,Validator,1.09
3996,Validator,3.79
3997,Validator,1.56
3998,Validator,5.00
3999,Validator,0.05
4000,Validator,4.44
4001,Validator,1.52
4002,Validator,0.44
4003,Validator,1.26
4004,Validator,1.83
4005,Validator,0.40
4006,Validator,1.36
4007,Validator,1.28
4008,Validator,0.27
4009,Validator,0.86
4010,Validator,1.71
4011,Validator,0.42
4012,Validator,0.61
4013,Validator,1.55
4014,Validator,0.64
4015,Validator,3.47
4016,Validator,1.16
4017,Validator,4.70
4018,Validator,0.95
4019,Validator,5.28
4020,Validator,1.02
4021,Validator,2.60
4022,Validator,0.41
4023,Validator,3.75
4024,Validator,1.58
4025,Validator,2.26
4026,Validator,1.18
4027,Validator,0.06
4028,Validator,1.30
4029,Validator,1.01
4030,Validator,0.12
4031,Validator,0.82
4032,Validator,1.68
4033,Validator,0.08
4034,Validator,0.82
4035,Validator,0.67
4036,Validator,0.11
4037,Validator,1.32
4038,Validator,3.05
4039,Validator,0.91
4040,Validator,4.78
4041,Validator,17.97
4042,Validator,4.62
4043,Validator,0.27
4044,Validator,4.60
4045,Validator,0.74
4046,Validator,2.64
4047,Validator,1.84
4048,Validator,0.13
4049,Validator,0.15
4050,Validator,0.73
4051,Validator,0.42
4052,Validator,0.40
4053,Validator,3.46
4054,Validator,1.35
4055,Validator,0.21
4056,Validator,1.83
4057,Validator,0.95
4058,Validator,0.98
4059,Validator,0.86
4060,Validator,3.25
4061,Validator,2.30
4062,Validator,0.65
4063,Validator,4.21
4064,Validator,0.33
4065,Validator,3.33
4066,Validator,1.43
4067,Validator,4.09
4068,Validator,0.38
4069,Validator,7.21
4070,Validator,0.41
4071,Validator,1.66
4072,Validator,1.62
4073,Validator,0.28
4074,Validator,0.36
4075,Validator,0.79
4076,Validator,0.74
4077,Validator,0.21
4078,Validator,1.34
4079,Validator,1.18
4080,Validator,0.05
4081,Validator,1.22
4082,Validator,0.91
4083,Validator,0.98
4084,Validator,4.70
4085,Validator,1.64
4086,Validator,2.87
4087,Validator,1.48
4088,Validator,7.80
4089,Validator,0.56
4090,Validator,3.88
4091,Validator,1.75
4092,Validator,2.74
4093,Validator,0.79
4094,Validator,3.01
4095,Validator,0.30
4096,Validator,0.91
4097,Validator,1.37
4098,Validator,0.94
4099,Validator,0.56
4100,Validator,1.24
4101,Validator,0.56
4102,Validator,0.97
4103,Validator,1.53
4104,Validator,0.69
4105,Validator,0.92
4106,Validator,2.34
4107,Validator,3.60
4108,Validator,0.13
4109,Validator,6.03
4110,Validator,0.71
4111,Validator,3.17
4112,Validator,0.98
4113,Validator,3.13
4114,Validator,0.03
4115,Validator,4.69
4116,Validator,1.05
4117,Validator,0.08
4118,Validator,3.14
4119,Validator,1.57
4120,Validator,0.13
4121,Validator,0.80
4122,Validator,1.85
4123,Validator,1.21
4124,Validator,1.63
4125,Validator,1.69
4126,Validator,0.64
4127,Validator,0.94
4128,Validator,2.48
4129,Validator,0.03
4130,Validator,2.88
4131,Validator,2.45
4132,Validator,9.15
4133,Validator,0.12
4134,Validator,4.38
4135,Validator,0.12
4136,Validator,3.42
4137,Validator,0.70
4138,Validator,2.51
4139,Validator,0.18
4140,Validator,1.86
4141,Validator,1.12
4142,Validator,1.20
4143,Validator,1.83
4144,Validator,1.39
4145,Validator,0.48
4146,Validator,0.85
4147,Validator,1.66
4148,Validator,0.97
4149,Validator,0.42
4150,Validator,2.60
4151,Validator,0.04
4152,Validator,1.15
4153,Validator,3.29
4154,Validator,0.08
4155,Validator,3.42
4156,Validator,3.14
4157,Validator,6.01
4158,Validator,1.31
4159,Validator,5.43
4160,Validator,0.77
4161,Validator,2.48
4162,Validator,3.62
4163,Validator,0.05
4164,Validator,1.49
4165,Validator,1.14
4166,Validator,0.26
4167,Validator,0.82
4168,Validator,2.98
4169,Validator,1.26
4170,Validator,0.16
4171,Validator,1.36
4172,Validator,0.33
4173,Validator,0.41
4174,Validator,0.96
4175,Validator,2.73
4176,Validator,1.78
4177,Validator,0.99
4178,Validator,5.12
4179,Validator,0.60
4180,Validator,4.71
4181,Validator,2.47
4182,Validator,3.81
4183,Validator,0.98
4184,Validator,3.34
4185,Validator,0.66
4186,Validator,0.33
4187,Validator,1.61
4188,Validator,0.89
4189,Validator,1.11
4190,Validator,0.87
4191,Validator,0.08
4192,Validator,1.15
4193,Validator,1.28
4194,Validator,1.10
4195,Validator,0.15
4196,Validator,3.48
4197,Validator,0.22
4198,Validator,0.13
4199,Validator,4.24
4200,Validator,0.39
4201,Validator,4.41
4202,Validator,0.88
4203,Validator,5.00
4204,Validator,0.35
4205,Validator,4.79
4206,Validator,1.72
4207,Validator,3.99
4208,Validator,1.10
4209,Validator,1.10
4210,Validator,0.34
4211,Validator,0.84
4212,Validator,2.86
4213,Validator,1.18
4214,Validator,0.81
4215,Validator,1.49
4216,Validator,0.31
4217,Validator,1.14
4218,Validator,0.99
4219,Validator,0.08
4220,Validator,0.70
4221,Validator,1.25
4222,Validator,3.51
4223,Validator,10.45
4224,Validator,4.61
4225,Validator,0.98
4226,Validator,3.59
4227,Validator,1.12
4228,Validator,3.33
4229,Validator,0.24
4230,Validator,3.63
4231,Validator,1.18
4232,Validator,0.34
4233,Validator,2.30
4234,Validator,1.12
4235,Validator,0.10
4236,Validator,2.65
4237,Validator,1.96
4238,Validator,0.97
4239,Validator,1.08
4240,Validator,3.30
4241,Validator,0.16
4242,Validator,1.35
4243,Validator,0.79
4244,Validator,0.23
4245,Validator,3.67
4246,Validator,2.05
4247,Validator,4.55
4248,Validator,0.75
4249,Validator,4.05
4250,Validator,0.54
4251,Validator,3.71
4252,Validator,1.44
4253,Validator,0.08
4254,Validator,0.39
4255,Validator,1.08
4256,Validator,0.06
4257,Validator,0.96
4258,Validator,1.20
4259,Validator,0.95
4260,Validator,0.59
4261,Validator,1.26
4262,Validator,0.08
4263,Validator,0.79
4264,Validator,2.00
4265,Validator,0.50
4266,Validator,2.93
4267,Validator,1.73
4268,Validator,3.98
4269,Validator,0.22
4270,Validator,5.48
4271,Validator,1.19
4272,Validator,3.60
4273,Validator,1.40
4274,Validator,3.11
4275,Validator,0.23
